sale
38.16
73.84
46.88
42.08
63.32
0.0
37.64
46.8
46.48
37.36
58.84
41.44
0.0
49.44
43.48
47.24
39.56
53.44
45.84
0.0
51.84
51.56
54.4
50.0
28.72
51.52
0.0
33.76
60.04
53.12
74.92
11.32
43.96
0.0
38.36
72.68
48.64
45.76
41.84
58.36
0.0
54.16
71.32
48.4
83.68
104.25
35.56
0.0
37.88
76.84
67.24
45.68
73.76
90.48
0.0
49.2
38.72
60.0
43.04
45.6
71.56
0.0
70.28
92.72
35.32
64.72
70.6
73.16
0.0
36.72
71.24
52.08
49.4
52.76
83.56
0.0
41.28
61.16
46.16
57.08
70.84
59.28
0.0
55.68
104.25
55.24
46.52
78.76
77.92
0.0
48.92
55.48
70.08
59.04
58.16
67.2
0.0
60.48
100.36
39.28
49.0
81.52
51.08
0.0
54.44
73.4
21.52
47.08
72.56
70.08
0.0
47.08
88.96
67.88
60.0
104.25
48.88
0.0
104.25
79.4
57.8
13.44
32.72
19.28
41.36
0.0
33.52
63.32
45.92
28.28
37.68
35.56
0.0
43.24
66.24
30.92
32.84
37.0
44.16
0.0
43.44
39.56
36.24
33.88
54.0
43.28
0.0
42.0
32.64
45.52
43.68
36.8
67.72
0.0
40.76
55.16
30.4
30.8
36.32
36.8
0.0
22.16
31.16
30.04
41.92
47.0
38.0
0.0
36.48
41.92
70.76
39.04
26.72
52.0
0.0
60.68
63.64
65.84
40.96
47.04
33.2
0.0
32.44
57.6
72.56
0.0
40.72
82.04
24.72
42.28
31.28
73.12
0.0
58.12
65.2
50.56
64.0
62.4
104.25
0.0
61.96
64.8
18.2
30.96
56.92
56.68
0.0
49.6
60.24
40.84
78.76
56.88
61.84
0.0
16.72
54.32
14.44
35.44
51.32
51.32
0.0
55.0
55.52
22.36
65.0
13.24
58.32
0.0
38.6
57.52
24.68
85.12
54.24
94.08
0.0
94.56
104.25
19.76
37.88
43.64
37.72
0.0
41.84
34.28
48.4
41.2
52.52
48.88
0.0
35.76
73.4
27.8
51.04
68.56
86.0
0.0
67.92
104.25
97.48
68.2
104.25
53.76
0.0
100.4
104.25
104.25
99.44
61.84
0.0
0.0
0.0
57.08
35.28
16.36
11.28
29.56
0.0
64.52
45.88
19.28
46.72
38.0
35.08
0.0
33.16
73.68
48.4
60.44
68.4
48.48
0.0
64.36
56.64
28.64
38.96
50.32
53.76
0.0
55.16
84.04
97.76
96.72
57.64
80.96
13.6
57.32
53.84
72.76
0.0
18.8
45.08
51.92
54.52
76.48
51.8
0.0
35.72
59.44
36.44
36.04
46.6
43.36
0.0
46.16
48.08
36.28
31.04
55.92
38.12
0.0
95.44
26.0
65.36
35.04
43.88
40.32
0.0
49.84
51.56
44.6
49.16
37.52
33.2
0.0
57.2
50.08
23.72
42.08
40.8
76.24
0.0
54.52
51.76
42.08
50.48
84.4
67.2
0.0
51.52
32.68
46.08
65.56
91.88
104.25
0.0
52.32
0.0
42.04
90.56
72.28
58.8
86.24
57.04
0.0
16.64
48.4
42.52
86.0
104.25
89.76
0.0
64.88
104.25
104.25
57.36
104.25
74.24
0.0
0.0
0.0
56.44
23.2
16.72
3.36
0.0
24.32
50.08
24.68
42.48
52.0
32.24
0.0
55.04
62.92
41.44
36.48
58.52
29.56
0.0
65.68
54.32
52.12
38.2
39.56
51.56
0.0
53.08
56.48
25.68
28.12
37.88
97.16
0.0
30.16
26.12
33.84
20.12
25.6
28.04
24.76
40.64
