sale
5.84
29.44
18.72
37.2
0.0
0.0
14.12
1.88
16.12
28.32
29.32
0.0
0.0
10.04
17.84
17.76
10.72
33.08
0.0
0.0
35.32
0.0
18.64
10.04
24.0
0.0
0.0
26.08
10.72
11.04
21.6
23.28
0.0
0.0
42.32
23.12
0.0
23.0
17.72
0.0
0.0
18.32
24.44
18.8
10.8
40.04
0.0
0.0
18.48
24.96
3.68
28.84
43.44
0.0
0.0
29.84
8.96
17.52
5.6
41.84
0.0
0.0
26.92
16.88
13.68
9.92
26.56
0.0
0.0
22.12
22.24
16.28
16.56
16.24
0.0
0.0
22.28
17.84
22.48
9.8
26.36
0.0
0.0
35.8
11.96
29.96
7.0
47.24
0.0
0.0
21.44
15.52
16.64
8.84
25.16
0.0
0.0
34.56
14.68
16.84
10.28
23.76
0.0
0.0
27.8
22.88
0.0
10.72
31.2
0.0
0.0
29.2
31.2
24.4
9.12
39.76
0.0
0.0
19.48
40.04
36.0
0.0
1.16
13.84
0.0
0.0
12.68
22.96
8.96
1.4
20.16
0.0
0.0
19.72
16.16
14.24
12.96
17.44
0.0
0.0
17.52
14.08
14.96
10.16
19.0
0.0
0.0
9.64
25.92
18.96
8.16
23.36
0.72
0.0
5.04
20.36
16.52
8.8
13.76
0.0
0.0
17.96
13.48
0.32
21.88
11.36
0.0
0.0
13.92
15.16
18.92
10.04
18.08
0.0
0.0
22.56
0.0
21.28
18.28
24.16
0.0
0.0
23.52
32.88
0.0
0.0
34.0
4.72
36.0
9.2
32.36
0.0
0.0
26.2
14.36
14.0
20.44
30.28
0.0
0.0
36.2
8.92
13.64
32.0
14.68
0.0
0.0
26.44
18.48
13.76
29.84
43.52
0.0
0.0
5.92
16.36
5.36
12.16
10.88
0.0
0.0
39.92
2.92
13.92
9.8
20.72
0.0
0.0
26.16
6.8
15.12
13.48
25.28
0.0
0.0
32.16
22.56
0.0
3.88
39.52
0.0
0.0
40.88
33.4
0.0
17.36
15.68
0.0
0.0
14.64
30.8
19.2
7.24
36.96
0.0
0.0
34.88
24.0
55.0
10.6
46.12
0.0
0.0
38.72
29.28
44.84
29.56
0.0
0.0
0.0
0.0
12.16
5.76
24.44
11.04
0.0
0.0
11.0
6.2
24.2
12.96
9.52
0.0
0.0
26.92
11.68
10.96
13.88
27.92
0.0
0.0
26.96
35.32
19.48
10.52
20.32
0.0
0.0
31.48
18.64
14.4
28.72
17.12
0.0
0.0
11.96
33.44
0.0
0.0
7.52
6.8
39.28
11.8
9.88
0.0
0.0
17.24
17.36
6.04
9.68
10.72
0.0
0.0
28.8
16.52
6.8
22.6
28.72
0.0
0.0
17.28
16.48
11.0
6.08
37.76
0.24
0.0
5.36
26.48
21.92
0.0
30.88
0.0
0.0
22.04
9.6
24.2
11.68
14.84
10.76
0.0
22.52
17.36
14.4
21.04
17.96
0.0
0.0
16.28
13.04
15.68
23.48
46.4
0.0
0.0
0.24
0.0
25.88
24.0
21.68
12.08
33.64
0.0
0.0
19.52
29.72
14.48
16.64
37.0
0.0
0.0
39.12
31.88
34.4
41.08
41.76
0.0
0.0
0.0
0.0
0.44
39.2
7.84
0.0
0.0
12.28
18.08
0.0
16.12
22.64
0.0
0.0
17.84
0.0
29.68
13.36
18.68
0.0
0.0
19.48
23.56
9.76
11.96
29.52
0.0
0.0
6.72
39.16
2.68
24.0
17.24
0.0
0.0
28.24
14.68
40.56
17.96
12.52
28.0
10.12
0.0
0.0
11.04
20.24
9.12
6.92
24.56
0.0
0.0
12.2
11.8
22.0
10.64
17.08
0.0
0.0
0.56
34.04
0.0
7.48
26.8
0.0
0.0
17.24
3.28
26.44
4.64
19.84
0.0
0.0
23.52
9.64
24.64
13.12
30.2
0.0
0.0
36.48
33.12
