0.000000000000000000e+00,6.500000000000000000e+02,1.241000000000000000e+03,1.607000000000000000e+03,5.860000000000000000e+02,1.450000000000000000e+03,1.110000000000000000e+03,1.839000000000000000e+03,1.115000000000000000e+03,1.522000000000000000e+03
6.500000000000000000e+02,0.000000000000000000e+00,1.596000000000000000e+03,1.747000000000000000e+03,1.111000000000000000e+03,1.444000000000000000e+03,9.990000000000000000e+02,1.602000000000000000e+03,1.121000000000000000e+03,1.937000000000000000e+03
1.241000000000000000e+03,1.596000000000000000e+03,0.000000000000000000e+00,7.510000000000000000e+02,8.380000000000000000e+02,9.890000000000000000e+02,1.113000000000000000e+03,1.664000000000000000e+03,9.070000000000000000e+02,4.600000000000000000e+02
1.607000000000000000e+03,1.747000000000000000e+03,7.510000000000000000e+02,0.000000000000000000e+00,1.369000000000000000e+03,5.300000000000000000e+02,9.250000000000000000e+02,1.158000000000000000e+03,7.320000000000000000e+02,9.900000000000000000e+02
5.860000000000000000e+02,1.111000000000000000e+03,8.380000000000000000e+02,1.369000000000000000e+03,0.000000000000000000e+00,1.366000000000000000e+03,1.183000000000000000e+03,1.913000000000000000e+03,1.085000000000000000e+03,1.053000000000000000e+03
1.450000000000000000e+03,1.444000000000000000e+03,9.890000000000000000e+02,5.300000000000000000e+02,1.366000000000000000e+03,0.000000000000000000e+00,5.400000000000000000e+02,7.620000000000000000e+02,4.220000000000000000e+02,1.320000000000000000e+03
1.110000000000000000e+03,9.990000000000000000e+02,1.113000000000000000e+03,9.250000000000000000e+02,1.183000000000000000e+03,5.400000000000000000e+02,0.000000000000000000e+00,8.240000000000000000e+02,3.000000000000000000e+02,1.488000000000000000e+03
1.839000000000000000e+03,1.602000000000000000e+03,1.664000000000000000e+03,1.158000000000000000e+03,1.913000000000000000e+03,7.620000000000000000e+02,8.240000000000000000e+02,0.000000000000000000e+00,9.200000000000000000e+02,2.000000000000000000e+03
1.115000000000000000e+03,1.121000000000000000e+03,9.070000000000000000e+02,7.320000000000000000e+02,1.085000000000000000e+03,4.220000000000000000e+02,3.000000000000000000e+02,9.200000000000000000e+02,0.000000000000000000e+00,1.279000000000000000e+03
1.522000000000000000e+03,1.937000000000000000e+03,4.600000000000000000e+02,9.900000000000000000e+02,1.053000000000000000e+03,1.320000000000000000e+03,1.488000000000000000e+03,2.000000000000000000e+03,1.279000000000000000e+03,0.000000000000000000e+00
