,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
122,8.0,3.0,19.0,5.0,5.0,0.0,6.0,9.0,14.0,0.0,-0.0,0.0,0.0,0.0,11.0,-1.0,16.0,16.0,16.0,16.0,1.0,15.583333333333332,-2.416666666666667,11.333333333333332
123,8.0,3.0,19.0,0.0,2.0,2.0,9.0,14.0,0.0,26.0,-5.0,0.0,0.0,11.0,0.0,0.0,16.0,16.0,16.0,16.0,5.0,-14.05,3.25,4.5
124,8.0,3.0,16.0,1.0,0.0,2.0,14.0,0.0,26.0,0.0,-0.0,0.0,11.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,19.21666666666667,10.066666666666666,14.616666666666667
125,8.0,3.0,16.0,6.0,0.0,1.0,0.0,26.0,0.0,0.0,-1.0,11.0,0.0,0.0,2.0,2.0,16.0,16.0,16.0,13.0,-1.0,19.583333333333336,4.933333333333334,18.583333333333336
126,7.0,3.0,15.0,0.0,8.0,1.0,26.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,13.0,-0.0,16.0,16.0,13.0,13.0,-1.0,3.6999999999999997,-8.850000000000001,10.85
127,8.0,3.0,14.0,18.0,5.0,3.0,0.0,0.0,6.0,8.0,-0.0,0.0,2.0,13.0,0.0,0.0,16.0,13.0,13.0,11.0,0.0,6.666666666666666,8.966666666666665,14.166666666666664
128,7.0,4.0,14.0,11.0,1.0,5.0,0.0,6.0,8.0,8.0,0.0,2.0,13.0,0.0,0.0,0.0,13.0,13.0,11.0,11.0,0.0,6.166666666666666,11.166666666666668,14.266666666666666
129,8.0,4.0,15.0,3.0,0.0,3.0,6.0,8.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,11.0,11.0,13.0,0.0,19.916666666666664,12.466666666666667,16.916666666666664
130,9.0,3.0,14.0,1.0,10.0,1.0,8.0,8.0,0.0,18.0,1.0,0.0,0.0,0.0,11.0,-0.0,11.0,11.0,13.0,8.0,-1.0,-6.666666666666666,-8.316666666666666,13.083333333333334
131,9.0,3.0,13.0,0.0,7.0,0.0,8.0,0.0,18.0,0.0,-1.0,0.0,0.0,11.0,0.0,0.0,11.0,13.0,8.0,19.0,1.0,17.85,8.9,3.8500000000000005
132,9.0,3.0,14.0,0.0,4.0,0.0,0.0,18.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,8.0,19.0,8.0,-0.0,8.116666666666667,8.966666666666665,12.116666666666667
133,10.0,3.0,15.0,0.0,1.0,0.0,18.0,0.0,8.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,19.0,8.0,13.0,-0.0,-15.366666666666667,3.033333333333334,4.133333333333334
134,11.0,3.0,14.0,7.0,8.0,0.0,0.0,8.0,11.0,13.0,-0.0,0.0,0.0,0.0,9.0,-1.0,19.0,8.0,13.0,16.0,1.0,-0.3666666666666667,-7.466666666666667,-8.166666666666666
135,11.0,5.0,16.0,0.0,3.0,3.0,8.0,11.0,13.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,13.0,16.0,8.0,-0.0,12.799999999999999,16.0,24.0
136,10.0,4.0,16.0,0.0,0.0,0.0,11.0,13.0,5.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0,16.0,8.0,16.0,0.0,3.666666666666667,5.916666666666667,0.41666666666666674
137,9.0,3.0,16.0,2.0,0.0,0.0,13.0,5.0,9.0,13.0,-0.0,9.0,0.0,0.0,12.0,0.0,16.0,8.0,16.0,16.0,0.0,-3.933333333333333,-16.983333333333334,-1.483333333333333
138,12.0,3.0,15.0,1.0,6.0,3.0,5.0,9.0,13.0,5.0,-2.0,0.0,0.0,12.0,0.0,-0.0,8.0,16.0,16.0,8.0,2.0,24.233333333333334,13.733333333333334,21.03333333333333
139,11.0,3.0,15.0,0.0,3.0,0.0,9.0,13.0,5.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,16.0,8.0,16.0,0.0,-7.933333333333334,3.0166666666666666,-2.1833333333333336
140,12.0,2.0,18.0,0.0,1.0,0.0,13.0,5.0,14.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,16.0,8.0,16.0,8.0,-0.0,4.966666666666666,8.616666666666665,20.716666666666665
141,12.0,2.0,16.0,1.0,10.0,1.0,5.0,14.0,13.0,6.0,0.0,0.0,0.0,0.0,8.0,-1.0,8.0,16.0,8.0,16.0,1.0,15.416666666666668,-1.4833333333333334,10.166666666666668
142,13.0,2.0,17.0,0.0,8.0,0.0,14.0,13.0,6.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,8.0,16.0,16.0,0.0,-10.6,-1.15,-8.35
143,13.0,2.0,20.0,1.0,6.0,0.0,13.0,6.0,14.0,13.0,-0.0,0.0,8.0,0.0,0.0,0.0,8.0,16.0,16.0,8.0,0.0,13.5,10.0,22.1
144,13.0,2.0,20.0,1.0,4.0,0.0,6.0,14.0,13.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,16.0,0.0,4.9,2.6,-7.5
145,14.0,2.0,19.0,0.0,6.0,0.0,14.0,13.0,14.0,16.0,4.0,0.0,0.0,0.0,8.0,-4.0,16.0,8.0,16.0,16.0,0.0,-6.116666666666666,-2.466666666666667,6.383333333333334
146,15.0,2.0,18.0,0.0,4.0,0.0,13.0,14.0,16.0,8.0,-0.0,0.0,0.0,8.0,0.0,0.0,8.0,16.0,16.0,23.0,0.0,17.2,7.550000000000001,4.95
147,14.0,2.0,16.0,0.0,2.0,0.0,14.0,16.0,8.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,16.0,23.0,9.0,0.0,7.433333333333334,5.483333333333333,3.1833333333333336
148,12.0,2.0,16.0,2.0,0.0,0.0,16.0,8.0,14.0,13.0,-0.0,8.0,0.0,0.0,0.0,0.0,16.0,23.0,9.0,13.0,-0.0,10.233333333333334,8.933333333333334,16.433333333333334
149,13.0,2.0,16.0,5.0,6.0,0.0,8.0,14.0,13.0,8.0,0.0,0.0,0.0,0.0,11.0,-0.0,23.0,9.0,13.0,13.0,-0.0,14.466666666666667,-5.133333333333333,14.466666666666667
150,12.0,3.0,16.0,1.0,3.0,7.0,14.0,13.0,8.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,13.0,13.0,11.0,-0.0,11.200000000000001,11.0,18.6
151,12.0,3.0,14.0,3.0,0.0,2.0,13.0,8.0,13.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,13.0,11.0,13.0,0.0,9.533333333333333,9.833333333333332,12.633333333333333
152,11.0,3.0,15.0,5.0,0.0,0.0,8.0,13.0,13.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,11.0,13.0,11.0,0.0,8.083333333333332,3.833333333333333,15.583333333333332
153,12.0,3.0,15.0,1.0,8.0,0.0,13.0,13.0,12.0,10.0,0.0,0.0,0.0,0.0,11.0,-0.0,11.0,13.0,11.0,16.0,0.0,8.100000000000001,-7.1,3.2
154,13.0,3.0,16.0,0.0,5.0,0.0,13.0,12.0,10.0,12.0,-1.0,0.0,0.0,11.0,0.0,0.0,13.0,11.0,16.0,8.0,1.0,14.416666666666668,10.416666666666668,13.666666666666668
155,12.0,3.0,17.0,1.0,2.0,0.0,12.0,10.0,12.0,13.0,-0.0,0.0,11.0,0.0,0.0,0.0,11.0,16.0,8.0,30.0,-0.0,3.3,3.1999999999999993,-13.1
156,13.0,3.0,17.0,0.0,0.0,0.0,10.0,12.0,13.0,8.0,-1.0,11.0,0.0,0.0,0.0,0.0,16.0,8.0,30.0,5.0,1.0,17.916666666666668,10.416666666666668,17.666666666666668
157,12.0,3.0,18.0,0.0,8.0,0.0,12.0,13.0,8.0,14.0,0.0,0.0,0.0,0.0,11.0,-0.0,8.0,30.0,5.0,13.0,-0.0,0.7333333333333334,-7.066666666666666,10.733333333333334
158,10.0,3.0,17.0,2.0,5.0,0.0,13.0,8.0,14.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,30.0,5.0,13.0,16.0,0.0,10.15,5.8500000000000005,-4.8999999999999995
159,12.0,3.0,15.0,1.0,2.0,17.0,8.0,14.0,6.0,8.0,-2.0,0.0,11.0,0.0,0.0,0.0,5.0,13.0,16.0,16.0,2.0,17.233333333333334,10.133333333333333,7.633333333333333
160,11.0,3.0,16.0,0.0,0.0,5.0,14.0,6.0,8.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,13.0,-1.0,5.916666666666667,7.666666666666667,15.916666666666668
161,10.0,3.0,16.0,4.0,8.0,2.0,6.0,8.0,12.0,13.0,-0.0,0.0,0.0,0.0,6.0,-0.0,16.0,16.0,13.0,13.0,0.0,3.9666666666666672,0.06666666666666732,13.166666666666668
162,9.0,2.0,17.0,4.0,4.0,0.0,8.0,12.0,13.0,0.0,3.0,0.0,0.0,6.0,11.0,-2.0,16.0,13.0,13.0,13.0,-1.0,14.5,-1.7500000000000009,18.15
163,9.0,2.0,17.0,1.0,2.0,1.0,12.0,13.0,0.0,8.0,-2.0,0.0,6.0,11.0,0.0,0.0,13.0,13.0,13.0,16.0,2.0,12.266666666666667,8.166666666666668,11.766666666666667
164,9.0,2.0,16.0,4.0,0.0,0.0,13.0,0.0,8.0,13.0,0.0,6.0,11.0,0.0,0.0,0.0,13.0,13.0,16.0,14.0,0.0,2.466666666666667,5.866666666666667,8.866666666666667
165,8.0,3.0,18.0,9.0,3.0,0.0,0.0,8.0,13.0,8.0,0.0,11.0,0.0,0.0,3.0,-0.0,13.0,16.0,14.0,17.0,-0.0,3.95,2.05,2.0999999999999996
166,10.0,3.0,17.0,0.0,8.0,0.0,8.0,13.0,8.0,0.0,-1.0,0.0,0.0,3.0,8.0,-3.0,16.0,14.0,17.0,37.0,4.0,10.4,-3.9000000000000004,-19.1
167,10.0,3.0,17.0,0.0,5.0,0.0,13.0,8.0,0.0,9.0,0.0,0.0,3.0,8.0,0.0,0.0,14.0,17.0,37.0,3.0,-0.0,10.75,12.75,29.0
168,10.0,4.0,18.0,3.0,1.0,0.0,8.0,0.0,9.0,18.0,0.0,3.0,8.0,0.0,0.0,0.0,17.0,37.0,3.0,9.0,-0.0,0.40000000000000036,10.100000000000001,14.7
169,10.0,4.0,16.0,1.0,0.0,1.0,0.0,9.0,18.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,37.0,3.0,9.0,13.0,-0.0,21.833333333333336,2.4333333333333336,17.333333333333336
170,11.0,5.0,15.0,0.0,3.0,22.0,9.0,18.0,0.0,11.0,1.0,0.0,0.0,10.0,0.0,0.0,3.0,9.0,13.0,13.0,-1.0,-11.0,8.200000000000001,8.8
171,11.0,6.0,16.0,0.0,0.0,8.0,18.0,0.0,11.0,8.0,1.0,0.0,10.0,0.0,7.0,0.0,9.0,13.0,13.0,13.0,-1.0,8.983333333333333,0.23333333333333295,14.683333333333332
172,12.0,6.0,14.0,6.0,0.0,2.0,0.0,11.0,8.0,18.0,0.0,10.0,0.0,7.0,10.0,1.0,13.0,13.0,13.0,13.0,-1.0,-2.533333333333333,-12.933333333333334,6.866666666666668
173,12.0,5.0,14.0,0.0,5.0,0.0,11.0,8.0,18.0,5.0,1.0,0.0,7.0,10.0,0.0,-0.0,13.0,13.0,13.0,13.0,-1.0,8.5,13.0,14.5
174,12.0,5.0,12.0,0.0,0.0,1.0,8.0,18.0,5.0,9.0,0.0,7.0,10.0,0.0,12.0,0.0,13.0,13.0,13.0,13.0,-0.0,8.8,-2.9499999999999997,6.450000000000001
175,13.0,5.0,12.0,0.0,2.0,1.0,18.0,5.0,9.0,11.0,1.0,10.0,0.0,12.0,11.0,-0.0,13.0,13.0,13.0,11.0,-1.0,0.7333333333333334,-3.216666666666667,8.383333333333333
176,12.0,4.0,13.0,6.0,8.0,1.0,5.0,9.0,11.0,13.0,-0.0,0.0,12.0,11.0,0.0,0.0,13.0,13.0,11.0,8.0,0.0,10.566666666666666,11.866666666666667,17.566666666666666
177,13.0,5.0,12.0,0.0,3.0,1.0,9.0,11.0,13.0,11.0,1.0,12.0,11.0,0.0,0.0,0.0,13.0,11.0,8.0,13.0,-1.0,10.866666666666667,13.066666666666666,11.266666666666667
178,13.0,5.0,15.0,0.0,7.0,0.0,11.0,13.0,11.0,24.0,4.0,11.0,0.0,0.0,0.0,-3.0,11.0,8.0,13.0,11.0,-1.0,-7.2333333333333325,12.566666666666668,11.266666666666667
179,14.0,5.0,14.0,0.0,11.0,0.0,13.0,11.0,24.0,0.0,-0.0,0.0,0.0,0.0,11.0,-2.0,8.0,13.0,11.0,24.0,2.0,17.383333333333333,-1.4666666666666666,-6.116666666666666
180,12.0,5.0,15.0,1.0,6.0,0.0,11.0,24.0,0.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,13.0,11.0,24.0,4.0,0.0,3.4166666666666665,10.916666666666668,9.766666666666666
181,11.0,6.0,14.0,1.0,0.0,0.0,24.0,0.0,18.0,29.0,0.0,0.0,11.0,0.0,10.0,0.0,11.0,24.0,4.0,13.0,-0.0,-16.05,-4.449999999999999,2.8000000000000003
182,10.0,5.0,14.0,14.0,0.0,0.0,0.0,18.0,29.0,0.0,-1.0,11.0,0.0,10.0,12.0,1.0,24.0,4.0,13.0,13.0,-0.0,15.799999999999999,-12.05,3.45
183,11.0,5.0,17.0,3.0,6.0,7.0,18.0,29.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,-0.0,4.0,13.0,13.0,13.0,-0.0,27.666666666666668,18.366666666666667,22.76666666666667
184,12.0,4.0,19.0,6.0,2.0,0.0,29.0,0.0,0.0,13.0,-3.0,10.0,12.0,0.0,0.0,0.0,13.0,13.0,13.0,16.0,3.0,10.966666666666667,9.866666666666667,3.5666666666666664
185,13.0,4.0,18.0,16.0,6.0,3.0,0.0,0.0,13.0,0.0,-6.0,12.0,0.0,0.0,4.0,-2.0,13.0,13.0,16.0,16.0,8.0,32.9,11.899999999999999,9.199999999999998
186,13.0,4.0,18.0,3.0,8.0,4.0,0.0,13.0,0.0,18.0,0.0,0.0,0.0,4.0,8.0,-6.0,13.0,16.0,16.0,16.0,6.0,2.7,4.7,4.6
187,13.0,5.0,19.0,0.0,3.0,0.0,13.0,0.0,18.0,16.0,1.0,0.0,4.0,8.0,0.0,0.0,16.0,16.0,16.0,13.0,-1.0,-12.683333333333334,8.516666666666667,12.066666666666666
188,13.0,4.0,18.0,0.0,0.0,0.0,0.0,18.0,16.0,5.0,0.0,4.0,8.0,0.0,7.0,0.0,16.0,16.0,13.0,16.0,0.0,19.916666666666668,2.666666666666667,12.916666666666668
189,12.0,4.0,18.0,0.0,0.0,0.0,18.0,16.0,5.0,27.0,-0.0,8.0,0.0,7.0,11.0,-0.0,16.0,13.0,16.0,16.0,0.0,-40.166666666666664,-15.166666666666666,-2.666666666666666
190,12.0,5.0,20.0,6.0,3.0,0.0,16.0,5.0,27.0,0.0,-0.0,0.0,7.0,11.0,0.0,0.0,13.0,16.0,16.0,14.0,-0.0,28.43333333333333,18.23333333333333,19.53333333333333
191,11.0,4.0,20.0,5.0,0.0,0.0,5.0,27.0,0.0,0.0,-6.0,7.0,11.0,0.0,0.0,0.0,16.0,16.0,14.0,16.0,6.0,32.166666666666664,14.416666666666666,14.416666666666666
192,10.0,4.0,20.0,0.0,3.0,0.0,27.0,0.0,0.0,18.0,0.0,11.0,0.0,0.0,11.0,-0.0,16.0,14.0,16.0,16.0,0.0,-4.433333333333334,-6.733333333333333,5.566666666666666
193,11.0,4.0,20.0,16.0,7.0,0.0,0.0,0.0,18.0,0.0,-0.0,0.0,0.0,11.0,0.0,-3.0,14.0,16.0,16.0,16.0,3.0,25.3,18.700000000000003,18.4
194,9.0,4.0,20.0,7.0,3.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,-4.7,6.7,4.0
195,9.0,3.0,20.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,-1.0,11.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,1.0,16.166666666666668,11.416666666666668,13.916666666666668
196,9.0,3.0,20.0,9.0,8.0,0.0,0.0,18.0,0.0,8.0,-0.0,0.0,0.0,0.0,11.0,-0.0,16.0,16.0,16.0,16.0,0.0,5.033333333333333,-6.866666666666666,7.433333333333334
197,10.0,3.0,20.0,0.0,5.0,2.0,18.0,0.0,8.0,13.0,-6.0,0.0,0.0,11.0,0.0,0.0,16.0,16.0,16.0,16.0,6.0,-3.0666666666666664,5.683333333333334,7.483333333333333
198,9.0,3.0,20.0,9.0,2.0,0.0,0.0,8.0,13.0,13.0,-0.0,0.0,11.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,3.566666666666667,8.766666666666666,14.466666666666667
199,9.0,3.0,20.0,0.0,0.0,0.0,8.0,13.0,13.0,0.0,-1.0,11.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,1.0,20.25,10.25,14.5
